Date,Persons,Average Sentiment,Text
"Friday, April 20, 1979",[],0.16666666666666666,Talked on the phone to Henry Post. he is getting better. They restructured his nose.
"Friday, April 21, 1978","[Joe Eula, Margaret Trudeau, Marilyn Monroe, Matt Collins, Milton Greene]",0.08683346065699006,"Milton Greene was at lunch at the office and he said that I would given him the idea to do a Marilyn Monroe portfolio so he is selling ten photographs of her for $3800. Fred told him he thought that was high but he said he is already sold a few to museums. But I do not know the photographs are not even that good. And it seems like they were all taken in the same sitting. He and Marilyn had that company together they did The Prince and the Showgirl. I know Milton because he and Joe Eula were the nicest to me on the first day I came to New York-he and Joe were close for years but then later Milton married Amy. Somebody had given me their names to look them up and I did and they told me I could use their phone and everything but I never took them up on it because (laughs) they were so nice it scared me. And Matt Collins the big male model came by. he is so good-looking and Brigid got a kiss out of him. And Margaret Trudeau was there and said she will do the Rums of Puerto Rico ad for me. I wanted to go home but Carole of Toni and Carole wanted us to see her new apartment so we went over to I think 79th and the Hudson River. And it was a nice apartment. It was really neat and it looked rich and she and her girlfriend said their most treasured possession was a Warhol over their bed and we went to look at it and it was so sad because it was a fake. And I knew it and Brigid knew it and Victor knew it. She said it was part of her ""divorce settlement"" from Toni. Should I tell her? It was so sick."
"Friday, April 24, 1981","[Donald Trump, Marc Balet]",0.047129629629629625,Passed out Interviews this morning. Had to meet Donald Trump at the office (cab $5.50). Marc Balet had set up this meeting. I keep forgetting that Marc gave up architecture to become an art director but he still builds models at home he told me. he is designing a catalogue for all the stores in the atrium at the Trump Tower and he told Donald Trump that I should do a portrait of the building that would hang over the entrance to the residential part. So they came down to talk about that. Donald Trump is really good-looking. A girl named Evans was with him and another lady. It was so strange these people are so rich. They talked about buying a building yesterday for $500 million or something. They raved about the Balducci's lunch but they just picked at it. I guess because they go around to so many things where there is food. And they did not have drinks they all just had Tabs. he is a butch guy. Nothing was settled but I am going to do some paintings anyway and show them to them.
"Friday, April 25, 1986","[Charlie Sheen, Dolly Fox, Grace Jones, Maria Shriver, Peter Wise]",0.09309523809523809,I talked to Dolly Fox and she said that Charlie Sheen sent her a ticket to go to the Philippines. So that is exciting. I read in the papers that Grace Jones was taking me up to the Shriver-Schwarzenegger wedding in her plane so I guess Grace called her press agent and put that in so I guess that means we are going. And I called her a few times during the day and she would answer the phone and say hello in this low slurred voice and then hang up. she would stayed up all night I guess and was answering the phone in her sleep. Peter Wise agreed to fly up with us-the wedding's right near his house on the Cape and then drive us back to the plane so that'll be good. Went over to Bernsohn's and it was sort of fun. He gave me a bear hug and asked if anybody'd ever given me one and I said no. But I did not tell him I did not want one. Worked on drawings of Maria Shriver to give for a wedding present.
"Friday, April 26, 1985","[Jean Michel Basquiat, Philip Niarchos, Victoria Guinness]",0.0984375,"Worked all afternoon and was going to work until 8:00 but my light burned out on the tracing machine so I had to stop. I called Jean Michel Basquiat to see if he was invited to Schnabel's because then I would pick him up and Shenge answers and I say I want to know if he is invited and Shenge says ""Oh he is invited? that is nice. I will go tell him."" And I am screaming ""No no no!"" It was a birthday dinner for Schnabel's wife Jacqueline. Glued. Cabbed to East 20th Street ($6). And it was great to be back in the old Union Square neighborhood. Philip Niarchos was there and he told me he had a baby. And I would forgotten that he would gotten married and could not really remember to who. But then I remembered it is Victoria Guinness. On the banking side I think. The birthday cake was Italian. Time went fast. Home at 12:15 fell asleep watching TV."
"Friday, April 29, 1983",[],-0.125,Went to Si Newhouse's on 70th off Lexington and everybody from the art past was there- Jasper and Roy and Leo-and it was so nutty I could not take it I got nervous and depressed and left before eating.
"Friday, April 3, 1981","[Patrice Calmette, Sao Schlumberger]",0.29021164021164025,"-Paris Woke up at 12:00 because we were having our lunch with Sao Schlumberger at Maxim's (cab $12). And Sao was sitting there alone she was afraid that we would forgotten about her. She gave us wonderful ties from India. she would just been there with Patrice Calmette. She talked about how she would been ""too open"" with her last friend Naguib so everyone said there was-that she should uh-that the best way is-well I guess I can not remember because nobody knew what the best way is. Then after lunch we decided to go see the Gainsborough show a lot of beautiful people and their dogs. And then we were so close to Givenchy that we all decided to go to Givenchy and Hubert came down in a white smock and showed us around and we had the best time."
"Friday, April 4, 1986","[Elizabeth Saltzman, Kate Harrington]",0.0481000481000481,"Rupert made some printing mistakes. He has a new boyfriend who goes to Princeton and this one looks exactly like him. Exactly. it is so odd. Elizabeth Saltzman invited us to a surprise birthday party for Wilfredo out in Coney Island. She had an All-City cab pick us up. It was kind of exciting out there at this place called Carolina's a Mafia-style place. Spaghetti. Coney Island was closed up and rainy. It was just Wilfredo and Benjamin in drag and Kate Harrington. The Italian owner found out who I was and got autographs. Then the lights went out totally and then they came in with a lighted birthday cake singing ""Happy Birthday"" and these big butch fifty-year-old waiters came in and Wilfredo groaned and resigned himself and braced for it and then we waited and-they went right by us to another table! (laughs) It was so shocking. It was like when you think you are getting an Academy Award and it goes to somebody else. It was worth the whole evening. It was just great. We could not believe it. And then later on they did come for Wilfredo."
"Friday, April 5, 1985","[Doug Cramer, Elizabeth Saltzman, Eric Goode, Jane Holzer, Mark Goodson, Milton Berle]",0.047610389610389596,-Los Angeles-New York So twelve days of bliss at the most beautiful hotel in the world were coming to an end and then they really came to an end when we got the $9500 hotel bill. We had to pay half of it. I think we were charged for service and for Fred's room. But we got lots of portraits. The Spelling wife and Doug Cramer and Lana. So the car came and took us to Regent Air. it is just $100 more than first class. it is $800. There were only fifteen people. And you really feel the turbulence on a small plane. On the 747s you do not feel anything. The only famous person was Mark Goodson. The rest were just grand types-a woman who looked like Milton Berle and a guy with gold chains so he must have been a Hollywood writer or something (tip $50). they would showed two movies in succession on the flight-Protocol and The Cotton Club-and both of them were not hits but you could see quality in them so it was sad. And the bathrooms on Regent are three times the size of a normal bathroom. And there was a girl with a portfolio either a model or a whore or something just bubbling and enthusiastic. And they come and scramble your eggs right in front of you. When we arrived in New York the airline had twenty limos waiting. Tipped the driver $20. So got in and it was 6:00 in the evening in New York and that really throws you off. I hate it. you are dead tired but you feel like you have to have your day. And you call people up but it is Easter weekend and everybody's out of town. But then the phone rang and it was Cornelia inviting me to dinner at Le Cirque with Jane Holzer. Cornelia is now going out with Eric Goode of Area she says he is trying to break up with Elizabeth Saltzman whose mother runs Saks.
"Friday, April 8, 1977",[Sissy Spacek],0.23174603174603173,Went with Jed to see Sissy Spacek in Carrie (cab $2.50 tickets $3). Loved it. Finally somebody did slow motion right.
"Friday, April 9, 1982","[John Reinhold, Lady Sharon]",-0.203125,It was my last exercise class at Lady Sharon's. I am so mad at her she got us all involved in this and then she just dumps us out on the street and she says it is the people downstairs complaining but I know it is not. If it did not bother them before it is not bothering them now. So I will be doing classes at John Reinhold's for a little while and by then the exercise equipment I ordered should be at the office.
"Friday, August 1, 1980","[Bud Cort, Clint Eastwood, Dennis Christopher, Klinton Spilsbury, Robert Hayes]",0.05211647727272728,"I had an appointment to meet the new Lone Ranger Klinton Spilsbury at the office. Robert Hayes and I were going to interview him. he is on TV tonight and I think I will take a look. He was really good-looking. Long hair 6'5"" and a face that is a cross between Warren Beatty and Clint Eastwood. He had a bottle of wine. He was an art student he said out in California and he was married and had a little baby but his wife-she was rich-she left him he said because he needed too much time (laughs) with his own thoughts. He was making movies directing and then he said he wanted to know how it felt to be an actor so he took acting lessons and then an agent saw him and he went out for a part and they gave him the first one the Lone Ranger. But he did not want to sign at first because it included all the extra things he would have to do like wear the costume and sing things but then they took that stuff out. He said he modeled once that he did not really want to but someone had just asked him to so he did. Then he was really drunk and gave me his belt. Then he started really talking he told me that he would been at Studio 54 and I would gone over and said ""You have to be careful you are dancing with a drag queen."" Klinton said he is a friend of Dennis Christopher's he fell in love with Dennis Christopher and then with that kid Bud Cort who was in Harold and Maude. Then he said he would been picked up by Halston and woke up in bed with Halston. And it was nutty he was telling me all this and blowing his whole image. My ""This Side Up"" dress went for $450 at the auction."
"Friday, August 12, 1983","[Bob Mackie, Jerry Hall]",0.19999999999999998,Jerry Hall came to lunch to interview Bob Mackie for us (cab $6 supplies $102). And I told her that Halston wanted to see her and she said she is always been so nice to him but he is always snubbed her so why is he trying to be nice now. (laughs) She has not figured it out yet.
"Friday, August 15, 1980",[],0.22041666666666665,Got up and passed out Interviews now I carry a lot more with me. I leave them in cabs. And it is so easy to get away from people in the street when they stop you if you give them an Interview. They think they are getting something a drawing or something. Vincent was saying the other day that I should start actually selling them instead of giving them away that it would be more fun for me.
"Friday, August 15, 1986",[],0.3181818181818182,Read the weekend section of The New York Times which had really interesting art stuff in it about a kid who draws dollar bills and pays for meals with it then gets change.
"Friday, August 16, 1985","[Diane Keaton, Emilio Estevez, Matthew Rolston, Steve Rubell, Tom Cruise]",0.1562767556517556,"-Los Angeles It was just the most exciting weekend of my life. Martin went down to the hairdresser earlier in the day to have his hair done. We rode in a limo out to Malibu and when we saw helicopters in the distance we knew we were at the wedding. Somebody had tipped the reporters off about where the wedding was and about ten helicopters were hovering it was like Apocalypse Now. And one helicopter had a girl hanging off with a camera and they were all trying to get in close. And the security people found camouflage-outfitted photographers in the bushes. And I looked really close at Madonna and she is beautiful. And she and Sean are just so in love. She wore white and a black bowler hat I do not know what that was supposed to mean. And someone said that Sean had shot at the helicopters the night before. The only boring celebrity there was Diane Keaton really. And it was the right mixture of nobodies and celebrities. Sean came over to say hello and the good-looking family of Madonna was there all the brothers. And you can see Madonna and Sean love each other so much. Really it was the most exciting thing ever. And at the wedding Steve Rubell was really out of it on I guess Quaaludes. And I think I saw Madonna kick him away from her and later he threw up in the car. She was dancing with the only little boy there. And you could see everybody who was there it was under a tent it was not too crowded. And those young actors seemed like they were in their fathers' suits like Emilio Estevez and Tom Cruise. All those movie-star boys with the strong legs who're 5'10"" or so. I guess that is the new Hollywood look. Like the actors in Matthew Rolston's big photo spread in the Stallone issue. Have I said how great that looked? Matthew is our best photographer now-he uses good locations and gives the kids ""a look."" He made these new kids look stunning-like stars-he gave them all class. Oh and as we were leaving I just could not believe my eyes because Tom Cruise jumped into our car to get away from photographers. His car was down the road. I took a picture of him. Fred and I thought Marisa's wedding was more glamorous but this one was spectacular because of the helicopters."
"Friday, August 17, 1979",[Gore Vidal],-0.056809523809523824,"Went to the Gulf + Western building for a meeting with Paramount Pictures to do the poster artwork for the movie The Serial. I did not realize it was such a big meeting I was fifteen minutes late and there were twenty people there. Fred was there with a hangover really sick so he was no help. The guy-his name was Cohen with a ""K""-Kohen he pointed out the window he had a corner view and said ""you have got to do a good job so I can keep the office."" He kept saying ""I will know it when I see it."" It was so old-fashioned. After we left the meeting Fred and I walked a lot because he felt so sick. We thought that it was not really a good thing to do so he will just tell them a really high price and if they say okay then I will do it. Read in the Post that Truman lost round one of the court battle with Gore Vidal the million-dollar lawsuit. The judge decided not to throw it out of court."
"Friday, August 2, 1985","[Glenn Frey, Mick Jagger, Ron Delsener, Tina Turner]",0.08671875,"The Tina Turner concert was great. I thought she was copying Mick Jagger but then somebody told me she taught him how to dance. And oh what is Ron Delsener's problem? He never got us backstage passes and he is complaining to me about Cornelia wanting free tickets and I felt like saying to him ""Look you want to get into society-well someday she might invite you to that big party you know?"" The wife of Glenn Frey of the Eagles came over to me and Cornelia screamed. ""Get away you groupie!""-so mean and rude. She picked all that up from hanging around with Boy George and Marilyn."
"Friday, August 20, 1982",[Paul Morrissey],0.0,Christopher found a boy named Christopher on Christopher Street who said that Paul Morrissey had also just found him on the street and asked him to be in a movie he was doing in Berlin.
"Friday, August 25, 1978","[Catherine Guinness, Jonathan Lieberson, Steve Aronson]",0.04497354497354497,The main event was Catherine Guinness crying telling me that she was leaving Interview that she got a job at Viva. And she is fat again so she will be leaving as fat as she came. But then I found out she cried for everyone so it was not special that she cried for me. I guess she is maybe scared because she is going to be senior editor over there. It turns out maybe it is the job they offered Bob last year. They came after her and then she went after it. Jonathan Lieberson and Steve Aronson helped her write a paper on how she would change their magazine. Everyone at Interview is so thrilled to see her go. I was surprised-I did not know they felt that way.
"Friday, August 26, 1983",[Jean Michel Basquiat],0.01944444444444443,Cab to meet Jean Michel Basquiat and we worked out ($6). he is going to rent the carriage house we own at 57 Great Jones Street. So Benjamin went over to get a lease and I hope it works out. Jean Michel Basquiat is trying to get on a regular daily painting schedule. If he does not and he can not pay his rent it will be hard to evict him. it is always hard to get people out.
"Friday, August 28, 1981","[Louis B. Mayer, Russell Todd]",0.0689464085297419,"I called Jon fat but I did not really mean it. Paramount was having a screening of Mommie Dearest (cab $6). Ara was there with Russell Todd. So we saw the movie and it was absolutely great. Faye was really good. Really. Oh this movie affected me so much. Movies are really affecting me lately. what is happening to me? And you do root for Joan. Like when Louis B. Mayer just dumps her tells her she is too old and to leave quietly. And then when Pepsi dumps her. Oh gee it was great. I think I identified with Joan is what it is. Okay so then there was a light supper. Then it was early so Jon and I walked up trendy Columbus Avenue and somebody yelled ""Gay boy"" at me and that was funny. Then went home watched TV and took a sleeping pill and woke up at 9:00 feeling so depressed and miserable. Oh God I feel like I did when I first came to New York. I am going through the same things being afraid to live alone and ... oh what should I do? I am down to 115 pounds but that is not the problem it really is not. I look better thin. I guess I should try not to think so much about looks but I am not thinking too much about looks. I never do. I do not. I like ugly people. I do. And anyway ugly people are just as hard to get as pretty people-they do not want you either."
"Friday, August 29, 1980","[Cathy Hilton, Donald Ambrose, Jay Shriver, Ronnie Levin]",0.014665404040404029,I went to look at a building to buy on 22nd Street but it is just too expensive-$1.3. it is ten floors but it is next to those fire escapes that they made them put on that are painted bright yellow. It would be a good building for the magazine though. I walked around looking for other buildings in the neighborhood but they have all gotten eaten up by everybody in the last couple of years everyone's been buying. I called Donald Ambrose Curley's friend who lives in the Gramercy Park area and invited him out to dinner because we need someone to replace David at Interview who quit. Sassy. You never knew what would come out of his mouth. he would been painting the office and he had a friend from Wisconsin Jay Shriver helping him. Jay had just come to New York and was staying with him. So I noticed that Jay was really neat and a good organized worker and I thought that he would be a good person to have working at the office to be like a janitor but we would not call it a janitor and even help me with painting and stuff because Ronnie's gotten too elegant all he does is talk on the phone all day and he is going over to Europe for a show that Lucio's giving him. Anyway so I said to David that we would like to ask his friend Jay to work for us and he got so upset and said how could I even ask that. And then he quit. Cabbed to Trader Vic's ($2). Met Donald Ambrose at the bar (drinks $20). There were a couple of hookers next to us and as we were leaving to go into the dinner place one of them grabbed David. Then Ricky and Cathy Hilton were there and I asked them to sit down but they said no. They were with a girl who was just in from L.A. and she said she knew a friend of mine Ronnie Levin and I told her she should not even know him let alone admit it that it would be trouble and that made her nervous. She had all gold jewelry. She was a funny type like the daughter of some old Hollywood person (dinner $100 plus $5 to headwaiter). The food was just awful.
"Friday, August 3, 1984",[],0.0,Went to Bernsohn the crystal doctor and he worked on my pancreas.
"Friday, August 31, 1979","[Bob Feiden, Jerzy Kosinski, Joan Hyler, Steve Rubell, Steven Gaines]",0.12367424242424244,The Interview arrived and it is the Liza cover there is lots of smudges on it. I was disappointed because it did not seem that thick. Only forty pages of ads the issue was only eighty-eight pages. And Vogue this month is so fat it looks like a telephone book. I had to meet my agent Joan Hyler at Elaine's so I could meet the guy who might get me a guest appearance on The Love Boat (cab $3). Elaine was there looking very slim. It was Joan Hyler Bob Feiden Steven Gaines and this guy Tim from The Love Boat. At the next table was Jerzy Kosinski and his girlfriend Kiki with a Polish kid an assistant cameraman who just defected and he was overwhelmed it was his first day in New York and he was meeting me. Because he would read the Philosophy book in Poland. He had not actually defected yet. You can not defect on a holiday so he had to wait until Tuesday. Then we went to Studio 54 and Mark let us in and I made Curley dance with Tim to show him a good time. We stayed until 5:00 and then I took the kids to a coffee shop and we had tea ($15) and then I got a cab. Steve Rubell was at Studio 54 sober and he said was not it great what Barry was doing and for a second I forgot Barry was doing it for Steve and so I started to say how horrible Barry was but I caught myself. it is Steve's deal with the government-if he gives them names he will get a better deal. So Barry's helping him give names.
"Friday, August 4, 1978",[],0.0,Brigid was back transcribing the Truman tapes. I have not called him out in Minnesota yet.
"Friday, August 5, 1983","[Jerry Hall, Steve Rubell]",-0.24166666666666667,"Bianca's trying so hard to marry Calvin because she does not have any money. She said that when she told him he was too heavy two weeks later he would lost all the weight. So Halston was just hating Bianca so much and he told me to bring Jerry Hall to see him and he would just give her everything just anything she wanted. He was saying about Bianca ""I will fix her wagon"" and that was scary. So awful. And Steve Rubell called from Fire Island and I was talking to him and then Calvin got on the phone and asked me to get Bianca and I said ""Bianca it is Steve."" And Halston looked up and said ""it is Calvin Bianca."""
"Friday, August 6, 1982","[Barbra Streisand, Debra Winger, Dustin Hoffman, Elliott Gould, Elton John, Greg Gorman, Jennifer Grey, John Reinhold, Kaye Ballard, Linda Stein, Robert Hayes, Ron Galella, Ruth Morley, Susan Pile, Timothy Hutton]",0.11318698064387718,"It was a depressing day my birthday. Wandered around the neighborhood. Called John Reinhold for coffee but he had a lot to do because he was getting ready to go on a trip to Japan. Jon was going to New Hampshire. Ran into Robert Hayes and he said that Greg Gorman the Interview photographer had called and they wanted me over on 18th Street near Fifth to be in a publicity photo with Dustin Hoffman who was in drag filming Tootsie and I thought that sounded like fun. But when I got there they said ""All right we will be shooting your scene soon."" They actually were putting me in the movie. So Greg Gorman was really devious he must have known that for that I would want to get paid. They thought they could just get me in one second which they did. Dustin looked great. When I think of all the lady teachers I had that must have been really drag queens! But then they thought that Dustin should be in a sexier dress to be photographed with me so they wanted to change him and asked me to come back at 3:15. And Ruth Morley was the costume lady. I know her because I worked on a Thurber play that Kaye Ballard was in and I really did the costumes but Ruth got credit because of the union. In 1954 or '55.1 guess I was exploited. And it was a rich-bitch producer and you really do see people carry on and cry because the show is not going right. So went back to the office and there were little packages around and they kept calling me from the Tootsie set. Took Susan Pile over there with me she was in town from L.A. It was my birthday and I was trying to be in a good mood but I was a grouch. When we got back to the set Dustin was wearing something more gay. And it was going to be Dustin's birthday on the eighth and I told him that was mine too. (laughs) Met Dustin's new wife very pretty who looks like Debra Winger. So many of these girls now do. But the baby looks like one of those babies Barbra Streisand would have with Elliott Gould. Walked on Columbus and Central Park West and saw Ron Galella shooting on Central Park West and it turned out to be in front of Linda Stein's where she was having a party for Elton John after his Madison Square Garden first-night concert. Called her up ($.20) and she was not back yet so went over to Jon's and called again and she said to come just not to bring too many people. It turned out to be 100 Zoli models. that is what Elton had asked Linda to get and she did. Timothy Hutton was there with Jennifer Grey."
"Friday, August 8, 1986",[],0.1357142857142857,Just like old times because Benjamin picked me up. We stopped in at E.A.T. and saw our favorite girl that gives us free stuff. Isa. She used to work in a commune in the sixties so (laughs) I think that is why she gives us so much extra food really dishes it out. Tipped her (food $35). Benjamin and I talked about the jewelry business and it was fun.
